pclass,survived,name,sex,age,nb_sib_sp_aboard,parents_children_aboard,fare,embarked,home.dest
1,True,"Spedden, Mr. Frederic Oakley",male,45.0,1,1,134.5,C,"Tuxedo Park, NY"
1,True,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,134.5,C,"Tuxedo Park, NY"
1,False,"Spencer, Mr. William Augustus",male,57.0,1,0,146.5208,C,"Paris, France"
1,True,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,,1,0,146.5208,C,"Paris, France"
1,True,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,30.5,C,"Basel, Switzerland"
1,False,"Stead, Mr. William Thomas",male,62.0,0,0,26.55,S,"Wimbledon Park, London / Hayling Island, Hants"
1,True,"Stengel, Mr. Charles Emil Henry",male,54.0,1,0,55.4417,C,"Newark, NJ"
1,True,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,43.0,1,0,55.4417,C,"Newark, NJ"
1,True,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1,0,78.2667,C,"Haverford, PA"
1,False,"Stewart, Mr. Albert A",male,,0,0,27.7208,C,"Gallipolis, Ohio / ? Paris / New York"
1,True,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0,0,80.0,,"Cincinatti, OH"
1,False,"Straus, Mr. Isidor",male,67.0,1,0,221.7792,S,"New York, NY"
1,False,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,63.0,1,0,221.7792,S,"New York, NY"
1,False,"Sutton, Mr. Frederick",male,61.0,0,0,32.3208,S,"Haddenfield, NJ"
1,True,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,25.9292,S,"Brooklyn, NY"
1,True,"Taussig, Miss. Ruth",female,18.0,0,2,79.65,S,"New York, NY"
1,False,"Taussig, Mr. Emil",male,52.0,1,1,79.65,S,"New York, NY"
1,True,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,79.65,S,"New York, NY"
1,True,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,52.0,S,"London /  East Orange, NJ"
1,True,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,52.0,S,"London /  East Orange, NJ"
1,False,"Thayer, Mr. John Borland",male,49.0,1,1,110.8833,C,"Haverford, PA"
1,True,"Thayer, Mr. John Borland Jr",male,17.0,0,2,110.8833,C,"Haverford, PA"
1,True,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,110.8833,C,"Haverford, PA"
1,True,"Thorne, Mrs. Gertrude Maybelle",female,,0,0,79.2,C,"New York, NY"
1,True,"Tucker, Mr. Gilbert Milligan Jr",male,31.0,0,0,28.5375,C,"Albany, NY"
1,False,"Uruchurtu, Don. Manuel E",male,40.0,0,0,27.7208,C,"Mexico City, Mexico"
1,False,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,33.5,S,"Brooklyn, NY"
1,False,"Walker, Mr. William Anderson",male,47.0,0,0,34.0208,S,"East Orange, NJ"
1,True,"Ward, Miss. Anna",female,35.0,0,0,512.3292,C,
1,False,"Warren, Mr. Frank Manley",male,64.0,1,0,75.25,C,"Portland, OR"
1,True,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,75.25,C,"Portland, OR"
1,False,"Weir, Col. John",male,60.0,0,0,26.55,S,"England Salt Lake City, Utah"
1,False,"White, Mr. Percival Wayland",male,54.0,0,1,77.2875,S,"Brunswick, ME"
1,False,"White, Mr. Richard Frasar",male,21.0,0,1,77.2875,S,"Brunswick, ME"
1,True,"White, Mrs. John Stuart (Ella Holmes)",female,55.0,0,0,135.6333,C,"New York, NY / Briarcliff Manor NY"
1,True,"Wick, Miss. Mary Natalie",female,31.0,0,2,164.8667,S,"Youngstown, OH"
1,False,"Wick, Mr. George Dennick",male,57.0,1,1,164.8667,S,"Youngstown, OH"
1,True,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,164.8667,S,"Youngstown, OH"
1,False,"Widener, Mr. George Dunton",male,50.0,1,1,211.5,C,"Elkins Park, PA"
1,False,"Widener, Mr. Harry Elkins",male,27.0,0,2,211.5,C,"Elkins Park, PA"
1,True,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,50.0,1,1,211.5,C,"Elkins Park, PA"
1,True,"Willard, Miss. Constance",female,21.0,0,0,26.55,S,"Duluth, MN"
1,False,"Williams, Mr. Charles Duane",male,51.0,0,1,61.3792,C,"Geneva, Switzerland / Radnor, PA"
1,True,"Williams, Mr. Richard Norris II",male,21.0,0,1,61.3792,C,"Geneva, Switzerland / Radnor, PA"
1,False,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,35.0,S,"London, England"
1,True,"Wilson, Miss. Helen Alice",female,31.0,0,0,134.5,C,
1,True,"Woolner, Mr. Hugh",male,,0,0,35.5,S,"London, England"
1,False,"Wright, Mr. George",male,62.0,0,0,26.55,S,"Halifax, NS"
1,True,"Young, Miss. Marie Grice",female,36.0,0,0,135.6333,C,"New York, NY / Washington, DC"
2,False,"Abelson, Mr. Samuel",male,30.0,1,0,24.0,C,"Russia New York, NY"
2,True,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,24.0,C,"Russia New York, NY"
2,False,"Aldworth, Mr. Charles Augustus",male,30.0,0,0,13.0,S,"Bryn Mawr, PA, USA"
2,False,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,11.5,S,"Buenos Aires, Argentina / New Jersey, NJ"
2,False,"Andrew, Mr. Frank Thomas",male,25.0,0,0,10.5,S,"Cornwall, England Houghton, MI"
2,False,"Angle, Mr. William A",male,34.0,1,0,26.0,S,"Warwick, England"
2,True,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,26.0,S,"Warwick, England"
2,False,"Ashby, Mr. John",male,57.0,0,0,13.0,S,"West Hoboken, NJ"
2,False,"Bailey, Mr. Percy Andrew",male,18.0,0,0,11.5,S,"Penzance, Cornwall / Akron, OH"
2,False,"Baimbrigge, Mr. Charles Robert",male,23.0,0,0,10.5,S,Guernsey
2,True,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,13.0,S,"Bristol, Avon / Jacksonville, FL"
2,False,"Banfield, Mr. Frederick James",male,28.0,0,0,10.5,S,"Plymouth, Dorset / Houghton, MI"
2,False,"Bateman, Rev. Robert James",male,51.0,0,0,12.525,S,"Jacksonville, FL"
2,True,"Beane, Mr. Edward",male,32.0,1,0,26.0,S,"Norwich / New York, NY"
2,True,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,26.0,S,"Norwich / New York, NY"
2,False,"Beauchamp, Mr. Henry James",male,28.0,0,0,26.0,S,England
2,True,"Becker, Master. Richard F",male,1.0,2,1,39.0,S,"Guntur, India / Benton Harbour, MI"
2,True,"Becker, Miss. Marion Louise",female,4.0,2,1,39.0,S,"Guntur, India / Benton Harbour, MI"
2,True,"Becker, Miss. Ruth Elizabeth",female,12.0,2,1,39.0,S,"Guntur, India / Benton Harbour, MI"
2,True,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36.0,0,3,39.0,S,"Guntur, India / Benton Harbour, MI"
2,True,"Beesley, Mr. Lawrence",male,34.0,0,0,13.0,S,London
2,True,"Bentham, Miss. Lilian W",female,19.0,0,0,13.0,S,"Rochester, NY"
2,False,"Berriman, Mr. William John",male,23.0,0,0,13.0,S,"St Ives, Cornwall / Calumet, MI"
2,False,"Botsford, Mr. William Hull",male,26.0,0,0,13.0,S,"Elmira, NY / Orange, NJ"
2,False,"Bowenur, Mr. Solomon",male,42.0,0,0,13.0,S,London
2,False,"Bracken, Mr. James H",male,27.0,0,0,13.0,S,"Lake Arthur, Chavez County, NM"
2,True,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,13.0,S,"London / Montreal, PQ"
2,True,"Brown, Miss. Edith Eileen",female,15.0,0,2,39.0,S,"Cape Town, South Africa / Seattle, WA"
2,False,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,39.0,S,"Cape Town, South Africa / Seattle, WA"
2,True,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,39.0,S,"Cape Town, South Africa / Seattle, WA"
2,True,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,20.0,1,0,26.0,S,"Skara, Sweden / Rockford, IL"
2,False,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,26.0,S,"Skara, Sweden / Rockford, IL"
2,True,"Buss, Miss. Kate",female,36.0,0,0,13.0,S,"Sittingbourne, England / San Diego, CA"
2,False,"Butler, Mr. Reginald Fenton",male,25.0,0,0,13.0,S,"Southsea, Hants"
2,False,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,13.0,S,London
2,True,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,13.0,S,"New York, NY"
2,True,"Caldwell, Master. Alden Gates",male,0.8333,0,2,29.0,S,"Bangkok, Thailand / Roseville, IL"
2,True,"Caldwell, Mr. Albert Francis",male,26.0,1,1,29.0,S,"Bangkok, Thailand / Roseville, IL"
2,True,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,29.0,S,"Bangkok, Thailand / Roseville, IL"
2,True,"Cameron, Miss. Clear Annie",female,35.0,0,0,21.0,S,"Mamaroneck, NY"
2,False,"Campbell, Mr. William",male,,0,0,0.0,S,Belfast
2,False,"Carbines, Mr. William",male,19.0,0,0,13.0,S,"St Ives, Cornwall / Calumet, MI"
2,False,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,26.0,S,London
2,False,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,26.0,S,London
2,False,"Chapman, Mr. Charles Henry",male,52.0,0,0,13.5,S,"Bronx, NY"
2,False,"Chapman, Mr. John Henry",male,37.0,1,0,26.0,S,"Cornwall / Spokane, WA"
2,False,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29.0,1,0,26.0,S,"Cornwall / Spokane, WA"
2,True,"Christy, Miss. Julie Rachel",female,25.0,1,1,30.0,S,London
2,True,"Christy, Mrs. (Alice Frances)",female,45.0,0,2,30.0,S,London
2,False,"Clarke, Mr. Charles Valentine",male,29.0,1,0,26.0,S,"England / San Francisco, CA"
2,True,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,26.0,S,"England / San Francisco, CA"
2,False,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,10.5,S,"Hartford, Huntingdonshire"
2,False,"Collander, Mr. Erik Gustaf",male,28.0,0,0,13.0,S,"Helsinki, Finland Ashtabula, Ohio"
2,True,"Collett, Mr. Sidney C Stuart",male,24.0,0,0,10.5,S,"London / Fort Byron, NY"
2,True,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,26.25,S,"Bishopstoke, Hants / Fayette Valley, ID"
2,False,"Collyer, Mr. Harvey",male,31.0,1,1,26.25,S,"Bishopstoke, Hants / Fayette Valley, ID"
2,True,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,26.25,S,"Bishopstoke, Hants / Fayette Valley, ID"
2,True,"Cook, Mrs. (Selena Rogers)",female,22.0,0,0,10.5,S,Pennsylvania
2,False,"Corbett, Mrs. Walter H (Irene Colvin)",female,30.0,0,0,13.0,S,"Provo, UT"
2,False,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,,0,0,21.0,S,"Upper Burma, India Pittsburgh, PA"
2,False,"Cotterill, Mr. Henry ""Harry""",male,21.0,0,0,11.5,S,"Penzance, Cornwall / Akron, OH"
2,False,"Cunningham, Mr. Alfred Fleming",male,,0,0,0.0,S,Belfast
2,True,"Davies, Master. John Morgan Jr",male,8.0,1,1,36.75,S,"St Ives, Cornwall / Hancock, MI"
2,False,"Davies, Mr. Charles Henry",male,18.0,0,0,73.5,S,"Lyndhurst, England"
2,True,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48.0,0,2,36.75,S,"St Ives, Cornwall / Hancock, MI"
2,True,"Davis, Miss. Mary",female,28.0,0,0,13.0,S,"London / Staten Island, NY"
2,False,"de Brito, Mr. Jose Joaquim",male,32.0,0,0,13.0,S,"Portugal / Sau Paulo, Brazil"
2,False,"Deacon, Mr. Percy William",male,17.0,0,0,73.5,S,
2,False,"del Carlo, Mr. Sebastiano",male,29.0,1,0,27.7208,C,"Lucca, Italy / California"
2,True,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,1,0,27.7208,C,"Lucca, Italy / California"
2,False,"Denbury, Mr. Herbert",male,25.0,0,0,31.5,S,"Guernsey / Elizabeth, NJ"
2,False,"Dibden, Mr. William",male,18.0,0,0,73.5,S,"New Forest, England"
2,True,"Doling, Miss. Elsie",female,18.0,0,1,23.0,S,Southampton
2,True,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,0,1,23.0,S,Southampton
2,False,"Downton, Mr. William James",male,54.0,0,0,26.0,S,"Holley, NY"
2,True,"Drew, Master. Marshall Brines",male,8.0,0,2,32.5,S,"Greenport, NY"
2,False,"Drew, Mr. James Vivian",male,42.0,1,1,32.5,S,"Greenport, NY"
2,True,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,32.5,S,"Greenport, NY"
2,True,"Duran y More, Miss. Asuncion",female,27.0,1,0,13.8583,C,"Barcelona, Spain / Havana, Cuba"
2,True,"Duran y More, Miss. Florentina",female,30.0,1,0,13.8583,C,"Barcelona, Spain / Havana, Cuba"
2,False,"Eitemiller, Mr. George Floyd",male,23.0,0,0,13.0,S,"England / Detroit, MI"
2,False,"Enander, Mr. Ingvar",male,21.0,0,0,13.0,S,"Goteborg, Sweden / Rockford, IL"
2,False,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,13.0,S,"Oslo, Norway Bayonne, NJ"
2,False,"Faunthorpe, Mr. Harry",male,40.0,1,0,26.0,S,"England / Philadelphia, PA"
2,True,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29.0,1,0,26.0,S,
2,False,"Fillbrook, Mr. Joseph Charles",male,18.0,0,0,10.5,S,"Cornwall / Houghton, MI"
2,False,"Fox, Mr. Stanley Hubert",male,36.0,0,0,13.0,S,"Rochester, NY"
2,False,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,0.0,S,Belfast
2,False,"Funk, Miss. Annie Clemmer",female,38.0,0,0,13.0,S,"Janjgir, India / Pennsylvania"
2,False,"Fynney, Mr. Joseph J",male,35.0,0,0,26.0,S,"Liverpool / Montreal, PQ"
2,False,"Gale, Mr. Harry",male,38.0,1,0,21.0,S,"Cornwall / Clear Creek, CO"
2,False,"Gale, Mr. Shadrach",male,34.0,1,0,21.0,S,"Cornwall / Clear Creek, CO"
2,True,"Garside, Miss. Ethel",female,34.0,0,0,13.0,S,"Brooklyn, NY"
2,False,"Gaskell, Mr. Alfred",male,16.0,0,0,26.0,S,"Liverpool / Montreal, PQ"
2,False,"Gavey, Mr. Lawrence",male,26.0,0,0,10.5,S,"Guernsey / Elizabeth, NJ"
2,False,"Gilbert, Mr. William",male,47.0,0,0,10.5,S,Cornwall
2,False,"Giles, Mr. Edgar",male,21.0,1,0,11.5,S,"Cornwall / Camden, NJ"
2,False,"Giles, Mr. Frederick Edward",male,21.0,1,0,11.5,S,"Cornwall / Camden, NJ"
2,False,"Giles, Mr. Ralph",male,24.0,0,0,13.5,S,"West Kensington, London"
2,False,"Gill, Mr. John William",male,24.0,0,0,13.0,S,"Clevedon, England"
2,False,"Gillespie, Mr. William Henry",male,34.0,0,0,13.0,S,"Vancouver, BC"
2,False,"Givard, Mr. Hans Kristensen",male,30.0,0,0,13.0,S,
2,False,"Greenberg, Mr. Samuel",male,52.0,0,0,13.0,S,"Bronx, NY"
2,False,"Hale, Mr. Reginald",male,30.0,0,0,13.0,S,"Auburn, NY"
2,True,"Hamalainen, Master. Viljo",male,0.6667,1,1,14.5,S,"Detroit, MI"
2,True,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,14.5,S,"Detroit, MI"
2,False,"Harbeck, Mr. William H",male,44.0,0,0,13.0,S,"Seattle, WA / Toledo, OH"
2,True,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,33.0,S,"Denmark Hill, Surrey / Chicago"
2,False,"Harper, Rev. John",male,28.0,0,1,33.0,S,"Denmark Hill, Surrey / Chicago"
2,True,"Harris, Mr. George",male,62.0,0,0,10.5,S,London
2,False,"Harris, Mr. Walter",male,30.0,0,0,10.5,S,"Walthamstow, England"
2,True,"Hart, Miss. Eva Miriam",female,7.0,0,2,26.25,S,"Ilford, Essex / Winnipeg, MB"
2,False,"Hart, Mr. Benjamin",male,43.0,1,1,26.25,S,"Ilford, Essex / Winnipeg, MB"
2,True,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,26.25,S,"Ilford, Essex / Winnipeg, MB"
2,True,"Herman, Miss. Alice",female,24.0,1,2,65.0,S,"Somerset / Bernardsville, NJ"
2,True,"Herman, Miss. Kate",female,24.0,1,2,65.0,S,"Somerset / Bernardsville, NJ"
2,False,"Herman, Mr. Samuel",male,49.0,1,2,65.0,S,"Somerset / Bernardsville, NJ"
2,True,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,65.0,S,"Somerset / Bernardsville, NJ"
2,True,"Hewlett, Mrs. (Mary D Kingcome) ",female,55.0,0,0,16.0,S,"India / Rapid City, SD"
2,False,"Hickman, Mr. Leonard Mark",male,24.0,2,0,73.5,S,"West Hampstead, London / Neepawa, MB"
2,False,"Hickman, Mr. Lewis",male,32.0,2,0,73.5,S,"West Hampstead, London / Neepawa, MB"
2,False,"Hickman, Mr. Stanley George",male,21.0,2,0,73.5,S,"West Hampstead, London / Neepawa, MB"
2,False,"Hiltunen, Miss. Marta",female,18.0,1,1,13.0,S,"Kontiolahti, Finland / Detroit, MI"
2,True,"Hocking, Miss. Ellen ""Nellie""",female,20.0,2,1,23.0,S,"Cornwall / Akron, OH"
2,False,"Hocking, Mr. Richard George",male,23.0,2,1,11.5,S,"Cornwall / Akron, OH"
2,False,"Hocking, Mr. Samuel James Metcalfe",male,36.0,0,0,13.0,S,"Devonport, England"
2,True,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,23.0,S,"Cornwall / Akron, OH"
2,False,"Hodges, Mr. Henry Price",male,50.0,0,0,13.0,S,Southampton
2,False,"Hold, Mr. Stephen",male,44.0,1,0,26.0,S,"England / Sacramento, CA"
2,True,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29.0,1,0,26.0,S,"England / Sacramento, CA"
2,False,"Hood, Mr. Ambrose Jr",male,21.0,0,0,73.5,S,"New Forest, England"
2,True,"Hosono, Mr. Masabumi",male,42.0,0,0,13.0,S,"Tokyo, Japan"
2,False,"Howard, Mr. Benjamin",male,63.0,1,0,26.0,S,"Swindon, England"
2,False,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60.0,1,0,26.0,S,"Swindon, England"
2,False,"Hunt, Mr. George Henry",male,33.0,0,0,12.275,S,"Philadelphia, PA"
2,True,"Ilett, Miss. Bertha",female,17.0,0,0,10.5,S,Guernsey
2,False,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,27.0,S,London
2,True,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,27.0,S,London
2,False,"Jarvis, Mr. John Denzil",male,47.0,0,0,15.0,S,"North Evington, England"
2,False,"Jefferys, Mr. Clifford Thomas",male,24.0,2,0,31.5,S,"Guernsey / Elizabeth, NJ"
2,False,"Jefferys, Mr. Ernest Wilfred",male,22.0,2,0,31.5,S,"Guernsey / Elizabeth, NJ"
2,False,"Jenkin, Mr. Stephen Curnow",male,32.0,0,0,10.5,S,"St Ives, Cornwall / Houghton, MI"
2,True,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,13.7917,C,"New York, NY"
2,False,"Kantor, Mr. Sinai",male,34.0,1,0,26.0,S,"Moscow / Bronx, NY"
2,True,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,26.0,S,"Moscow / Bronx, NY"
2,False,"Karnes, Mrs. J Frank (Claire Bennett)",female,22.0,0,0,21.0,S,"India / Pittsburgh, PA"
2,True,"Keane, Miss. Nora A",female,,0,0,12.35,Q,"Harrisburg, PA"
2,False,"Keane, Mr. Daniel",male,35.0,0,0,12.35,Q,
2,True,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,13.5,S,"London / New York, NY"
2,False,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,12.35,Q,"Glasgow / Bangor, ME"
2,False,"Knight, Mr. Robert J",male,,0,0,0.0,S,Belfast
2,False,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,10.5,S,"Sweden / Arlington, NJ"
2,False,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,26.0,S,"Minneapolis, MN"
2,False,"Lahtinen, Rev. William",male,30.0,1,1,26.0,S,"Minneapolis, MN"
2,False,"Lamb, Mr. John Joseph",male,,0,0,10.7083,Q,
2,True,"Laroche, Miss. Louise",female,1.0,1,2,41.5792,C,Paris / Haiti
2,True,"Laroche, Miss. Simonne Marie Anne Andree",female,3.0,1,2,41.5792,C,Paris / Haiti
2,False,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,41.5792,C,Paris / Haiti
2,True,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,41.5792,C,Paris / Haiti
2,True,"Lehmann, Miss. Bertha",female,17.0,0,0,12.0,C,"Berne, Switzerland / Central City, IA"
2,True,"Leitch, Miss. Jessie Wills",female,,0,0,33.0,S,"London / Chicago, IL"
2,True,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,10.5,S,"Chicago, IL"
2,False,"Levy, Mr. Rene Jacques",male,36.0,0,0,12.875,C,"Montreal, PQ"
2,False,"Leyson, Mr. Robert William Norman",male,24.0,0,0,10.5,S,
2,False,"Lingane, Mr. John",male,61.0,0,0,12.35,Q,
2,False,"Louch, Mr. Charles Alexander",male,50.0,1,0,26.0,S,"Weston-Super-Mare, Somerset"
2,True,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,26.0,S,"Weston-Super-Mare, Somerset"
2,False,"Mack, Mrs. (Mary)",female,57.0,0,0,10.5,S,"Southampton / New York, NY"
2,False,"Malachard, Mr. Noel",male,,0,0,15.0458,C,Paris
2,True,"Mallet, Master. Andre",male,1.0,0,2,37.0042,C,"Paris / Montreal, PQ"
2,False,"Mallet, Mr. Albert",male,31.0,1,1,37.0042,C,"Paris / Montreal, PQ"
2,True,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24.0,1,1,37.0042,C,"Paris / Montreal, PQ"
2,False,"Mangiavacchi, Mr. Serafino Emilio",male,,0,0,15.5792,C,"New York, NY"
2,False,"Matthews, Mr. William John",male,30.0,0,0,13.0,S,"St Austall, Cornwall"
2,False,"Maybery, Mr. Frank Hubert",male,40.0,0,0,16.0,S,"Weston-Super-Mare / Moose Jaw, SK"
2,False,"McCrae, Mr. Arthur Gordon",male,32.0,0,0,13.5,S,"Sydney, Australia"
2,False,"McCrie, Mr. James Matthew",male,30.0,0,0,13.0,S,"Sarnia, ON"
2,False,"McKane, Mr. Peter David",male,46.0,0,0,26.0,S,"Rochester, NY"
2,True,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,19.5,S,"England / Bennington, VT"
2,True,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,19.5,S,"England / Bennington, VT"
2,True,"Mellors, Mr. William John",male,19.0,0,0,10.5,S,"Chelsea, London"
2,False,"Meyer, Mr. August",male,39.0,0,0,13.0,S,"Harrow-on-the-Hill, Middlesex"
2,False,"Milling, Mr. Jacob Christian",male,48.0,0,0,13.0,S,"Copenhagen, Denmark"
2,False,"Mitchell, Mr. Henry Michael",male,70.0,0,0,10.5,S,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
2,False,"Montvila, Rev. Juozas",male,27.0,0,0,13.0,S,"Worcester, MA"
2,False,"Moraweck, Dr. Ernest",male,54.0,0,0,14.0,S,"Frankfort, KY"
2,False,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,26.0,S,
2,False,"Mudd, Mr. Thomas Charles",male,16.0,0,0,10.5,S,"Halesworth, England"
2,False,"Myles, Mr. Thomas Francis",male,62.0,0,0,9.6875,Q,"Cambridge, MA"
2,False,"Nasser, Mr. Nicholas",male,32.5,1,0,30.0708,C,"New York, NY"
2,True,"Nasser, Mrs. Nicholas (Adele Achem)",female,14.0,1,0,30.0708,C,"New York, NY"
2,True,"Navratil, Master. Edmond Roger",male,2.0,1,1,26.0,S,"Nice, France"
2,True,"Navratil, Master. Michel M",male,3.0,1,1,26.0,S,"Nice, France"
2,False,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,26.0,S,"Nice, France"
2,False,"Nesson, Mr. Israel",male,26.0,0,0,13.0,S,"Boston, MA"
2,False,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,36.75,S,"Cornwall / Hancock, MI"
2,False,"Norman, Mr. Robert Douglas",male,28.0,0,0,13.5,S,Glasgow
2,True,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",male,20.0,0,0,13.8625,C,"Cologne, Germany"
2,True,"Nye, Mrs. (Elizabeth Ramell)",female,29.0,0,0,10.5,S,"Folkstone, Kent / New York, NY"
2,False,"Otter, Mr. Richard",male,39.0,0,0,13.0,S,"Middleburg Heights, OH"
2,True,"Oxenham, Mr. Percy Thomas",male,22.0,0,0,10.5,S,"Pondersend, England / New Durham, NJ"
2,True,"Padro y Manent, Mr. Julian",male,,0,0,13.8625,C,"Spain / Havana, Cuba"
2,False,"Pain, Dr. Alfred",male,23.0,0,0,10.5,S,"Hamilton, ON"
2,True,"Pallas y Castello, Mr. Emilio",male,29.0,0,0,13.8583,C,"Spain / Havana, Cuba"
2,False,"Parker, Mr. Clifford Richard",male,28.0,0,0,10.5,S,"St Andrews, Guernsey"
2,False,"Parkes, Mr. Francis ""Frank""",male,,0,0,0.0,S,Belfast
2,True,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,26.0,S,"Woodford County, KY"
2,False,"Pengelly, Mr. Frederick William",male,19.0,0,0,10.5,S,"Gunnislake, England / Butte, MT"
2,False,"Pernot, Mr. Rene",male,,0,0,15.05,C,
2,False,"Peruschitz, Rev. Joseph Maria",male,41.0,0,0,13.0,S,
2,True,"Phillips, Miss. Alice Frances Louisa",female,21.0,0,1,21.0,S,"Ilfracombe, Devon"
2,True,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,26.0,S,"Worcester, England"
2,False,"Phillips, Mr. Escott Robert",male,43.0,0,1,21.0,S,"Ilfracombe, Devon"
2,True,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,13.0,S,Russia
2,False,"Ponesell, Mr. Martin",male,34.0,0,0,13.0,S,"Denmark / New York, NY"
2,True,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,0,0,12.7375,C,"Milford, NH"
2,False,"Pulbaum, Mr. Franz",male,27.0,0,0,15.0333,C,Paris
2,True,"Quick, Miss. Phyllis May",female,2.0,1,1,26.0,S,"Plymouth, Devon / Detroit, MI"
2,True,"Quick, Miss. Winifred Vera",female,8.0,1,1,26.0,S,"Plymouth, Devon / Detroit, MI"
